name,year,year_end_score
Nine Lashes,2014.0,80.0
Band Of Skulls,2014.0,584.0
Band Aid 30,2014.0,38.0
Banda Los Recoditos,2014.0,306.0
Justin Townes Earle,2014.0,725.0
Caleb Johnson,2014.0,712.0
Justin Timberlake,2014.0,5563008.0
Bad Suns,2014.0,2064.0
Justin Moore,2014.0,148780.0
No Bragging Rights,2014.0,90.0
Noah Gundersen,2014.0,202.0
Justin Furstenfeld,2014.0,156.0
Nirvana,2014.0,3348180.0
Run River North,2014.0,5.0
Keb' Mo',2014.0,6624.0
Nehruviandoom,2014.0,142.0
Motionless In White,2014.0,5439.0
Brooke Fraser,2014.0,132.0
Kings of Leon,2014.0,792880.0
Beastie Boys,2014.0,4084245.0
Mr. Big,2014.0,3827.0
Mr. Probz,2014.0,31075.0
Kings Kaleidoscope,2014.0,30.0
King Tuff,2014.0,93.0
Mumford & Sons,2014.0,5352524.0
Kina Grannis,2014.0,459.0
Beartooth,2014.0,1232.0
Kimbra,2014.0,1422.0
Kim Walker-Smith,2014.0,424.0
Killer Be Killed,2014.0,143.0
Kiesza,2014.0,11396.0
Kishi Bashi,2014.0,894.0
Kix,2014.0,25092.0
Knife Party,2014.0,1480.0
Beck,2014.0,1648224.0
Being As An Ocean,2014.0,144.0
Britney Spears,2014.0,1052532.0
Behemoth,2014.0,4048.0
Kylie Minogue,2014.0,40014.0
Kutless,2014.0,2976.0
Mobb Deep,2014.0,46818.0
Modern Baseball,2014.0,208.0
Kierra Sheard,2014.0,3380.0
Mogwai,2014.0,730.0
Becky G,2014.0,38824.0
Kris Allen,2014.0,4235.0
Broken Bells,2014.0,102714.0
Korn,2014.0,242858.0
Kodaline,2014.0,224.0
Moonshine Bandits,2014.0,225.0
Broods,2014.0,579.0
Krishna Das,2014.0,34.0
Neil Diamond,2014.0,4823643.0
Bear McCreary,2014.0,64.0
Bruce Springsteen,2014.0,2442418.0
Buckcherry,2014.0,61664.0
Nas,2014.0,304804.0
Nashville Cast,2014.0,25874.0
Bastille,2014.0,1603392.0
Nat King Cole,2014.0,84546.0
Kelly Clarkson,2014.0,1203345.0
Kelis,2014.0,10496.0
Natalie Grant,2014.0,7520.0
Natalie Merchant,2014.0,125343.0
Burl Ives,2014.0,26080.0
Nathan East,2014.0,8.0
Keith Urban,2014.0,7529247.0
Bassnectar,2014.0,4344.0
Keith Jarrett,2014.0,2033.0
Basement Jaxx,2014.0,198.0
Kem,2014.0,41262.0
Kendrick Lamar,2014.0,5134752.0
Kenny Chesney,2014.0,4835221.0
Bayside,2014.0,1770.0
Kid Rock,2014.0,311148.0
Kid Ink,2014.0,241340.0
Mustard,2014.0,58.0
Kid Cudi,2014.0,185975.0
Bruno Mars,2014.0,12174312.0
My Chemical Romance,2014.0,320320.0
Keyshia Cole,2014.0,254214.0
Musical Creations Karaoke,2014.0,107682.0
Bryan Adams,2014.0,47600.0
Mystery Skulls,2014.0,60.0
Mötley Crüe,2014.0,959907.0
Kevin Fowler,2014.0,540.0
Bryan Ferry,2014.0,12255.0
Bea Miller,2014.0,411.0
NEEDTOBREATHE,2014.0,347208.0
Kenny G,2014.0,59013.0
Kevin Gates,2014.0,58460.0
Run The Jewels,2014.0,6804.0
Rapture Ruckus,2014.0,280.0
First Aid Kit,2014.0,11968.0
Danny Gokey,2014.0,5184.0
Farruko,2014.0,333.0
Famous Last Words,2014.0,210.0
Family Force 5,2014.0,684.0
Fallujah,2014.0,172.0
Studio Sunset,2014.0,22701.0
Straight No Chaser,2014.0,66650.0
Sturgill Simpson,2014.0,23483.0
Sublime,2014.0,465930.0
Fall Out Boy,2014.0,5450361.0
Dark Lotus,2014.0,790.0
FKA twigs,2014.0,5214.0
AJR,2014.0,16320.0
Suicide Silence,2014.0,21620.0
Darius Rucker,2014.0,1675065.0
AJJ,2014.0,48.0
Stoney LaRue,2014.0,258.0
Danity Kane,2014.0,8007.0
Damon Albarn,2014.0,169.0
Stevie Nicks,2014.0,393088.0
Dan + Shay,2014.0,404956.0
Stevie Wonder,2014.0,254024.0
Fleetwood Mac,2014.0,11821638.0
Ab-Soul,2014.0,1910.0
AWOLNATION,2014.0,488565.0
Five Finger Death Punch,2014.0,5889105.0
Fitz and The Tantrums,2014.0,44492.0
Fit For A King,2014.0,608.0
Danielle Bradbery,2014.0,26336.0
Fireworks,2014.0,53.0
Finch,2014.0,2548.0
Fifth Harmony,2014.0,92638.0
Aaron West and The Roaring Twenties,2014.0,100.0
Eyehategod,2014.0,109.0
Expire,2014.0,26.0
Exodus,2014.0,16072.0
Eric Hutchinson,2014.0,832.0
T.I.,2014.0,706118.0
Eric Clapton,2014.0,2644876.0
Eric Church,2014.0,8237940.0
TAEYANG,2014.0,89.0
TGT,2014.0,27279.0
Eric Paslay,2014.0,58254.0
TLC,2014.0,511875.0
TV On The Radio,2014.0,17344.0
Erasure,2014.0,26469.0
A$AP Rocky,2014.0,63441.0
Epica,2014.0,273.0
Taking Back Sunday,2014.0,26112.0
Enrique Iglesias,2014.0,2050906.0
Dash Berlin,2014.0,20.0
Eric Roberson,2014.0,97.0
Sylvan Esso,2014.0,1964.0
Syleena Johnson,2014.0,204.0
Sun Kil Moon,2014.0,252.0
Ex Hex,2014.0,31.0
Sundy Best,2014.0,131.0
Sunny Sweeney,2014.0,648.0
Every Time I Die,2014.0,3960.0
Susan Boyle,2014.0,341769.0
Etheral Gust,2014.0,108.0
Suzanne Vega,2014.0,3528.0
AC/DC,2014.0,12868237.0
Swans,2014.0,1320.0
Daryl Hall & John Oates,2014.0,637584.0
Switchfoot,2014.0,368736.0
Ernie Haase & Signature Sound,2014.0,140.0
Swoope,2014.0,146.0
Erica Campbell,2014.0,26520.0
Flo Rida,2014.0,2510.0
Damien Rice,2014.0,17952.0
Damien Jurado,2014.0,200.0
Steven Lutvak,2014.0,23.0
Freddie Gibbs,2014.0,2946.0
Smokey Robinson,2014.0,750350.0
Smokie Norful,2014.0,15466.0
Fred Hammond,2014.0,15360.0
Frankie Valli & The Four Seasons,2014.0,411264.0
Afrojack,2014.0,169.0
Against Me!,2014.0,2864.0
Frankie Ballard,2014.0,138852.0
Social Club Misfits,2014.0,426.0
Frank Sinatra,2014.0,489600.0
Frank Foster,2014.0,900.0
Soko,2014.0,92.0
Francesca Battistelli,2014.0,171644.0
Framing Hanley,2014.0,1220.0
SoMo,2014.0,23294.0
French Montana,2014.0,6084.0
DJ Quik,2014.0,15732.0
From Indian Lakes,2014.0,1.0
Gaither Vocal Band,2014.0,6970.0
Skrillex,2014.0,350436.0
Slaine,2014.0,12.0
Slash,2014.0,62520.0
Gaelic Storm,2014.0,160.0
Slaves,2014.0,444.0
G-Unit,2014.0,29521.0
G-Eazy,2014.0,999936.0
Sleepwave,2014.0,7.0
Future Islands,2014.0,6902.0
DJ L Club,2014.0,144559.0
Future,2014.0,710024.0
Fuel,2014.0,15748.0
Slipknot,2014.0,458080.0
Fucked Up,2014.0,234.0
Da' T.R.U.T.H.,2014.0,468.0
Eno • Hyde,2014.0,28.0
Fozzy,2014.0,441.0
Foxygen,2014.0,236.0
Stars In Stereo,2014.0,60.0
State Champs,2014.0,445.0
Foo Fighters,2014.0,2481648.0
Steel Panther,2014.0,3560.0
Flyleaf,2014.0,27720.0
Flying Lotus,2014.0,4408.0
Stars,2014.0,336.0
Flying Colors,2014.0,254.0
Stephen Malkmus & The Jicks,2014.0,2916.0
Ace Frehley,2014.0,33698.0
Daley,2014.0,73.0
Florida Georgia Line,2014.0,6039264.0
Accept,2014.0,21042.0
Above & Beyond,2014.0,655.0
Steffany Gretzinger,2014.0,2192.0
Adele,2014.0,9671489.0
For All Those Sleeping,2014.0,244.0
For The Fallen Dreams,2014.0,117.0
Soundgarden,2014.0,149796.0
Aer,2014.0,350.0
Adrenaline Mob,2014.0,102.0
Four Year Strong,2014.0,924.0
South Park Mexican,2014.0,1960.0
Spoon,2014.0,95128.0
Adore Delano,2014.0,284.0
Foster The People,2014.0,313484.0
St. Paul & The Broken Bones,2014.0,5131.0
Forever Came Calling,2014.0,22.0
St. Vincent,2014.0,42768.0
Daft Punk,2014.0,868099.0
Stalley,2014.0,668.0
Starbomb,2014.0,198.0
For Today,2014.0,845.0
Aerosmith,2014.0,2096787.0
Al Jarreau,2014.0,43296.0
Talib Kweli,2014.0,5220.0
Daughtry,2014.0,1148166.0
Don Williams,2014.0,4004.0
The Dirty Guv'nahs,2014.0,94.0
The Doobie Brothers,2014.0,244160.0
Deerhoof,2014.0,4.0
The Earls Of Leicester,2014.0,42.0
The Faint,2014.0,10.0
Donnie McClurkin,2014.0,96074.0
The Flaming Lips,2014.0,9009.0
The Fray,2014.0,305319.0
Def Leppard,2014.0,892437.0
The Front Bottoms,2014.0,24.0
Dolly Parton,2014.0,647360.0
The GOASTT (The Ghost Of A Saber Tooth Tiger),2014.0,19.0
The Game,2014.0,154488.0
The Format,2014.0,381.0
Doe B,2014.0,123.0
Dorothy Norwood,2014.0,1311.0
Dr. Dre,2014.0,513360.0
Drake Bell,2014.0,19.0
2Pac,2014.0,127185.0
2NE1,2014.0,140.0
Death Blossoms,2014.0,66774.0
The Civil Wars,2014.0,122815.0
The Classic Crime,2014.0,240.0
The Dead Rabbitts,2014.0,74.0
Drake,2014.0,7641810.0
DragonForce,2014.0,973.0
The Colourist,2014.0,119.0
The Contortionist,2014.0,447.0
Dr. John,2014.0,8892.0
The Crystal Method,2014.0,7395.0
Death From Above 1979,2014.0,696.0
The Color Morale,2014.0,519.0
The Gaslight Anthem,2014.0,14534.0
The Ghost Inside,2014.0,276.0
The Glitch Mob,2014.0,1134.0
The Killjoy Club,2014.0,68.0
Dierks Bentley,2014.0,6691608.0
The Kooks,2014.0,1276.0
The Lacs,2014.0,4176.0
Die Antwoord,2014.0,656.0
Delta Spirit,2014.0,262.0
The Killers,2014.0,44896.0
Demi Lovato,2014.0,2191140.0
*NSYNC,2014.0,197625.0
Desperation Band,2014.0,141.0
The Lox,2014.0,5424.0
'68,2014.0,92.0
The Lumineers,2014.0,1285274.0
Demon Hunter,2014.0,3720.0
The Lawrence Arms,2014.0,130.0
Dilated Peoples,2014.0,4960.0
The Karaoke Channel,2014.0,630540.0
Dillon Francis,2014.0,322.0
Deitrick Haddon's LXW (League of Xtraordinary Worshippers),2014.0,724.0
2015 Global Pop,2014.0,189.0
The Griswolds,2014.0,4.0
The Grouch & Eligh,2014.0,78.0
The Head and the Heart,2014.0,25536.0
2015 Fuelled Pop,2014.0,3124.0
The Hold Steady,2014.0,4872.0
The Horrors,2014.0,108.0
Disclosure,2014.0,86118.0
Disciple,2014.0,1099.0
2014 Golden Cove,2014.0,16.0
The Invisible Singer,2014.0,63085.0
Dirty Loops,2014.0,115.0
Diplo,2014.0,276.0
2 Chainz,2014.0,179525.0
The Chainsmokers,2014.0,174248.0
Dum Dum Girls,2014.0,384.0
The Cars,2014.0,20060.0
The Cab,2014.0,628.0
David Allan Coe,2014.0,24.0
David Bowie,2014.0,96480.0
Tech N9ne Collabos,2014.0,25116.0
Tedashii,2014.0,1850.0
A Great Big World,2014.0,167852.0
Ella Henderson,2014.0,6622.0
Ellie Goulding,2014.0,1600742.0
A Day To Remember,2014.0,161208.0
David Crosby,2014.0,20500.0
Elevation Worship,2014.0,6513.0
Temples,2014.0,38.0
Tennis,2014.0,48.0
Electric Wizard,2014.0,137.0
Tenth Avenue North,2014.0,27540.0
Eli Young Band,2014.0,190410.0
Ellie Holcomb,2014.0,334.0
Elton John,2014.0,2206800.0
Taylor Swift,2014.0,8953133.0
Emmure,2014.0,1152.0
Tamela Mann,2014.0,548856.0
Eminem,2014.0,34297284.0
Dave Alvin & Phil Alvin,2014.0,57.0
Tank,2014.0,137760.0
Dave Barnes,2014.0,224.0
Emblem3,2014.0,3223.0
Emarosa,2014.0,560.0
Tasha Cobbs Leonard,2014.0,192584.0
Elvis Presley,2014.0,833973.0
Dave Hollister,2014.0,4641.0
Tasha Page-Lockhart,2014.0,114.0
Eluveitie,2014.0,194.0
Dave Koz,2014.0,1152.0
Dave Matthews Band,2014.0,86640.0
David Gray,2014.0,112950.0
Tamar Braxton,2014.0,203130.0
Tesla,2014.0,126496.0
David Guetta,2014.0,129538.0
The Avett Brothers,2014.0,44496.0
The Band Perry,2014.0,850119.0
5 Seconds of Summer,2014.0,1653981.0
The Beatles,2014.0,28723136.0
Eagles,2014.0,4085865.0
The Birthday Massacre,2014.0,232.0
The Antlers,2014.0,384.0
E-40,2014.0,21456.0
311,2014.0,124490.0
DeJ Loaf,2014.0,12040.0
3 Winans Brothers,2014.0,97.0
The Black Keys,2014.0,2192472.0
Dustin Lynch,2014.0,168116.0
The Budos Band,2014.0,174.0
The Black Angels,2014.0,390.0
50 Cent,2014.0,1002520.0
The Amity Affliction,2014.0,1368.0
David Nail,2014.0,21492.0
Elbow,2014.0,1484.0
Texas Hippie Coalition,2014.0,82.0
Texas In July,2014.0,260.0
Teyana Taylor,2014.0,5510.0
El Trono de Mexico,2014.0,452.0
Thalía,2014.0,560.0
El Dasa,2014.0,48.0
The 1975,2014.0,1212160.0
Eels,2014.0,2100.0
Ed Sheeran,2014.0,8131527.0
The Acacia Strain,2014.0,1020.0
The Afghan Whigs,2014.0,2040.0
Echosmith,2014.0,169650.0
Echo & the Bunnymen,2014.0,4536.0
The Allman Brothers Band,2014.0,98754.0
Tessanne Chin,2014.0,644.0
Gary Clark Jr.,2014.0,43560.0
Machine Head,2014.0,4344.0
Alabama,2014.0,1257150.0
Colt Ford,2014.0,166940.0
Goapele,2014.0,378.0
Sheryl Crow,2014.0,139440.0
Goat,2014.0,62.0
Clean Bandit,2014.0,42.0
Sara Evans,2014.0,535360.0
Sheppard,2014.0,264.0
SZA,2014.0,13122.0
Shellac,2014.0,112.0
Godsmack,2014.0,1000836.0
Crowbar,2014.0,133.0
HELLYEAH,2014.0,42978.0
She & Him,2014.0,39798.0
Sara Bareilles,2014.0,1447200.0
Hail Mary Mallon,2014.0,105.0
"Crosby, Stills, Nash & Young",2014.0,119082.0
Goatwhore,2014.0,242.0
Greensky Bluegrass,2014.0,74.0
Crowder,2014.0,21994.0
Selena Gomez,2014.0,517562.0
Classic Concert Orchestra,2014.0,80520.0
Röyksopp,2014.0,855.0
Girls' Generation,2014.0,273.0
HAIM,2014.0,154938.0
Glee Cast,2014.0,37440.0
Glen Campbell,2014.0,4257.0
SBTRKT,2014.0,117.0
Sam Smith,2014.0,2576420.0
Colony House,2014.0,94.0
Alanis Morissette,2014.0,74730.0
Algebra Blessett,2014.0,52.0
SOJA,2014.0,3836.0
STARSET,2014.0,304.0
Colbie Caillat,2014.0,757944.0
Shovels & Rope,2014.0,2725.0
Amaranthe,2014.0,192.0
Sia,2014.0,1455802.0
Sabaton,2014.0,408.0
Coheed and Cambria,2014.0,12456.0
Santana,2014.0,1435098.0
Counting Crows,2014.0,320110.0
Hands Like Houses,2014.0,460.0
Sam Hunt,2014.0,622422.0
Shakira,2014.0,1421636.0
Code Orange,2014.0,105.0
Common,2014.0,162196.0
Conor Oberst,2014.0,4959.0
"Hank Williams, Jr.",2014.0,1147500.0
Sevendust,2014.0,30378.0
Copeland,2014.0,1090.0
Cody Johnson,2014.0,1352.0
Shakey Graves,2014.0,948.0
Sevyn Streeter,2014.0,12390.0
Halloween FX Productions,2014.0,156.0
Halsey,2014.0,8484.0
Shabazz Palaces,2014.0,143.0
Aloe Blacc,2014.0,160863.0
Sage The Gemini,2014.0,3234.0
Courtney Barnett,2014.0,288.0
Sage Francis,2014.0,63.0
Alex & Sierra,2014.0,2336.0
Cloud Nothings,2014.0,912.0
Sanctus Real,2014.0,230.0
Set It Off,2014.0,345.0
Colton Dixon,2014.0,35742.0
Shawn Mendes,2014.0,33165.0
Craig Morgan,2014.0,1008.0
Commodores,2014.0,407592.0
Sharon Van Etten,2014.0,2665.0
Craig Campbell,2014.0,8184.0
Seth MacFarlane,2014.0,1208.0
Sanctuary,2014.0,76.0
Hans Zimmer,2014.0,23564.0
Sade,2014.0,129724.0
Seven Lions,2014.0,9250.0
Alesana,2014.0,378.0
Green Day,2014.0,201216.0
Sarah McLachlan,2014.0,1436419.0
Ryn Weaver,2014.0,192.0
Hard Working Americans,2014.0,942.0
Ryan Adams,2014.0,89962.0
American Authors,2014.0,229585.0
ScHoolboy Q,2014.0,597797.0
Crown The Empire,2014.0,2935.0
Circa Survive,2014.0,4407.0
Sir Michael Rocks,2014.0,83.0
Scorpions,2014.0,18128.0
Sinéad O'Connor,2014.0,13334.0
Gucci Mane,2014.0,31324.0
Gwen Stefani,2014.0,64750.0
Rx Bandits,2014.0,648.0
Sir Sly,2014.0,125.0
George Strait,2014.0,11628522.0
Sebastian Bach,2014.0,387.0
Skillet,2014.0,904918.0
Simon & Garfunkel,2014.0,497376.0
Hedwig & The Angry Inch,2014.0,564.0
Gerard Way,2014.0,1680.0
Gerald Albright,2014.0,741.0
Alan Jackson,2014.0,208481.0
Coldplay,2014.0,8604316.0
Cole Swindell,2014.0,2425350.0
Say Anything,2014.0,1148.0
Cindy Cruse Ratcliff,2014.0,308.0
Céline Dion,2014.0,2713088.0
Heffron Drive,2014.0,117.0
Guns N' Roses,2014.0,9874935.0
Seether,2014.0,805388.0
Ryan Star,2014.0,36.0
Gideon,2014.0,124.0
Cyndi Lauper,2014.0,64680.0
Guy Penrod,2014.0,32.0
Gavin DeGraw,2014.0,16112.0
Scotty McCreery,2014.0,424008.0
Ghostface Killah,2014.0,9202.0
Grieves,2014.0,288.0
Ghost Town,2014.0,66.0
Herb Alpert,2014.0,4408.0
All Sons & Daughters,2014.0,429.0
Herthey Hill,2014.0,5126602.0
Selah,2014.0,12870.0
American Football,2014.0,266.0
George Michael,2014.0,94004.0
Cibo Matto,2014.0,33.0
Cold War Kids,2014.0,6670.0
He Is Legend,2014.0,212.0
Daya,2015.0,41984.0
Dawin,2015.0,132.0
William Clark Green,2015.0,68.0
Guster,2015.0,4394.0
Kirk Franklin,2015.0,206391.0
Vance Joy,2015.0,709308.0
Halestorm,2015.0,182608.0
Eagles,2015.0,3105410.0
Ice Nine Kills,2015.0,237.0
LeAnn Rimes,2015.0,53466.0
Title Fight,2015.0,246.0
Il Volo,2015.0,676.0
Incubus,2015.0,106232.0
EXO,2015.0,212.0
Dustin Lynch,2015.0,130296.0
Dwight Yoakam,2015.0,735929.0
King Los,2015.0,133.0
Brantley Gilbert,2015.0,3701104.0
Tremonti,2015.0,835.0
DeJ Loaf,2015.0,50120.0
Halloween FX Productions,2015.0,159.0
Led Zeppelin,2015.0,15131290.0
Tom DeLonge,2015.0,131.0
Breaking Benjamin,2015.0,1198314.0
Kip Moore,2015.0,65436.0
Van Morrison,2015.0,454834.0
Ibeyi,2015.0,35.0
Lecrae,2015.0,244205.0
India.Arie,2015.0,26880.0
Ice Cube,2015.0,382917.0
Chris Young,2015.0,1998066.0
Elle King,2015.0,532770.0
Ella Henderson,2015.0,72534.0
Cody Simpson,2015.0,1314.0
EL VY,2015.0,135.0
Brenda Lee,2015.0,8800.0
Turnpike Troubadours,2015.0,184.0
Brett Eldredge,2015.0,912142.0
Lalah Hathaway,2015.0,5090.0
Lauren Daigle,2015.0,788256.0
La Arrolladora Banda El Limón De Rene Camacho,2015.0,620.0
David Guetta,2015.0,2079539.0
Idina Menzel,2015.0,17346.0
Kristene Dimarco,2015.0,32.0
Kristian Bush,2015.0,41.0
LOCASH,2015.0,4092.0
Chris Tomlin,2015.0,2191980.0
TobyMac,2015.0,787792.0
Kurt Cobain,2015.0,80.0
Imagine Dragons,2015.0,10002216.0
Gwen Stefani,2015.0,27380.0
Iggy Azalea,2015.0,719992.0
Brian Tyler,2015.0,183.0
Kurt Vile,2015.0,3904.0
Colbie Caillat,2015.0,284350.0
Brian Wilson,2015.0,9048.0
Britney Spears,2015.0,218499.0
Il Divo,2015.0,9900.0
Electric Light Orchestra,2015.0,266340.0
Bring Me The Horizon,2015.0,157760.0
Kylie Minogue,2015.0,1989.0
Twin Shadow,2015.0,52.0
Toby Keith,2015.0,833266.0
Ed Sheeran,2015.0,13699953.0
Coheed and Cambria,2015.0,41616.0
La Maquinaria Norteña,2015.0,53.0
Trevor Hall,2015.0,248.0
Laura Marling,2015.0,212.0
David Cook,2015.0,12948.0
Titus Andronicus,2015.0,74.0
Lana Del Rey,2015.0,10706124.0
Knuckle Puck,2015.0,280.0
Earl Sweatshirt,2015.0,8415.0
Tiësto,2015.0,8136.0
Lamb of God,2015.0,49528.0
Trey Anastasio,2015.0,220.0
"Earth, Wind & Fire",2015.0,482160.0
Dawes,2015.0,3300.0
Eagles Of Death Metal,2015.0,426.0
Eli Young Band,2015.0,9680.0
Coldplay,2015.0,1930229.0
Hailee Steinfeld,2015.0,40416.0
Tobias Jesso Jr.,2015.0,105.0
Lady Antebellum,2015.0,1890724.0
Eazy-E,2015.0,109375.0
Kodaline,2015.0,176.0
Twinkle Twinkle Little Rock Star,2015.0,2590025.0
Trey Songz,2015.0,4617593.0
Twenty One Pilots,2015.0,3688987.0
David Gilmour,2015.0,48706.0
Echosmith,2015.0,407740.0
Easton Corbin,2015.0,196375.0
Lee Brice,2015.0,1323660.0
Like A Storm,2015.0,1.0
Lee Greenwood,2015.0,1827.0
Hillsong Young & Free,2015.0,1304.0
Luke Bryan,2015.0,21627320.0
Trivium,2015.0,6954.0
Blue October,2015.0,2366.0
Blues Traveler,2015.0,71550.0
Citizen,2015.0,138.0
Blur,2015.0,24920.0
Haste The Day,2015.0,576.0
City and Colour,2015.0,1032.0
We Came As Romans,2015.0,3820.0
Hinder,2015.0,19278.0
Ludacris,2015.0,614655.0
Disclosure,2015.0,66371.0
Bob Dylan,2015.0,1830675.0
Lucero,2015.0,552.0
Low,2015.0,172.0
Hollywood Undead,2015.0,110551.0
Lord Huron,2015.0,4654.0
Hoodie Allen,2015.0,18045.0
Bob Seger,2015.0,4987560.0
Def Leppard,2015.0,360991.0
Hardwell,2015.0,702.0
Home Free,2015.0,6104.0
Dillon Francis,2015.0,324.0
Deitrick Haddon,2015.0,5510.0
"Harry Connick, Jr.",2015.0,108500.0
Bob Marley & The Wailers,2015.0,23377770.0
Los Lobos,2015.0,5232.0
Hollywood Vampires,2015.0,636.0
Disturbed,2015.0,1501200.0
Three Days Grace,2015.0,559776.0
Lorde,2015.0,1697355.0
Hillsong Worship,2015.0,30381.0
Lupe Fiasco,2015.0,95382.0
"Chunk! No, Captain Chunk!",2015.0,176.0
MEYTAL,2015.0,97.0
Highly Suspect,2015.0,290.0
Wiz Khalifa,2015.0,2635200.0
MIKA,2015.0,3444.0
Herthey Hill,2015.0,1944063.0
MOD SUN,2015.0,81.0
MARINA,2015.0,29370.0
Hey Violet,2015.0,364.0
We Are Harlot,2015.0,36.0
Mac DeMarco,2015.0,1770.0
Third Eye Blind,2015.0,68418.0
Desaparecidos,2015.0,41.0
Mac Miller,2015.0,73.0
Machine Gun Kelly,2015.0,40959.0
MS MR,2015.0,114.0
"Bobby ""Boris"" Pickett & The Crypt-Kickers",2015.0,1240.0
Destiny's Child,2015.0,137511.0
MAGIC!,2015.0,96105.0
Lyfe Jennings,2015.0,3444.0
Vince Staples,2015.0,2608.0
Blind Guardian,2015.0,138.0
Delta Rae,2015.0,49.0
Dierks Bentley,2015.0,6062672.0
Lynyrd Skynyrd,2015.0,99220.0
Destroyer,2015.0,166.0
Ciara,2015.0,411048.0
Hillsong UNITED,2015.0,238602.0
Thomas Rhett,2015.0,2405938.0
Thomas Newman,2015.0,81.0
Hilary Duff,2015.0,91314.0
Diana Krall,2015.0,449565.0
Demi Lovato,2015.0,1636446.0
Bleachers,2015.0,4812.0
Logic,2015.0,557898.0
Dom Kennedy,2015.0,178.0
Christy Nockels,2015.0,441.0
Lifehouse,2015.0,99968.0
Death Blossoms,2015.0,42284.0
Light The Torch,2015.0,219.0
Drake,2015.0,24748020.0
Brad Paisley,2015.0,1414890.0
Brooks & Dunn,2015.0,469860.0
Lianne La Havas,2015.0,447.0
Like Moths To Flames,2015.0,102.0
Boz Scaggs,2015.0,83100.0
Lil Dicky,2015.0,145392.0
Hans Zimmer,2015.0,7955.0
Boston,2015.0,152532.0
Tim McGraw,2015.0,19522680.0
We The Kings,2015.0,1600.0
"Hank Williams, Jr.",2015.0,81000.0
Lil Durk,2015.0,9622.0
Timeflies,2015.0,560.0
Brand New,2015.0,7425.0
Dustin Kensrue,2015.0,182.0
I The Mighty,2015.0,14.0
Leela James,2015.0,2720.0
Duran Duran,2015.0,204612.0
Tina Campbell,2015.0,448.0
Dumblonde,2015.0,72.0
Cody Canada & The Departed,2015.0,65.0
Leon Bridges,2015.0,195306.0
I Prevail,2015.0,744.0
Halsey,2015.0,681346.0
Leona Lewis,2015.0,14181.0
Deafheaven,2015.0,414.0
Leonard Cohen,2015.0,8585.0
Drew Holcomb & The Neighbors,2015.0,616.0
Brandon Flowers,2015.0,3700.0
¡MAYDAY!,2015.0,356.0
Born Of Osiris,2015.0,938.0
Lil Peep,2015.0,36260.0
Bobby Shmurda,2015.0,4048.0
Troye Sivan,2015.0,90350.0
Don Trip,2015.0,42.0
Don Omar,2015.0,6016.0
Don Henley,2015.0,733461.0
How I Became the Bomb,2015.0,43.0
Donny Osmond,2015.0,4760.0
Thy Art Is Murder,2015.0,720.0
Little Big Town,2015.0,4959779.0
Hot Chip,2015.0,490.0
Veruca Salt,2015.0,1050.0
Deerhunter,2015.0,1677.0
Little Mix,2015.0,29340.0
Hopsin,2015.0,736.0
Houndmouth,2015.0,83.0
Willie Nelson,2015.0,1183190.0
Doomtree,2015.0,106.0
Veil Of Maya,2015.0,572.0
Death Cab for Cutie,2015.0,155714.0
Boosie Badazz,2015.0,184426.0
Coal Chamber,2015.0,1785.0
Clutch,2015.0,12650.0
Dr. Dre,2015.0,1010344.0
Boney James,2015.0,7000.0
Linkin Park,2015.0,624852.0
Various Artists,2015.0,178552253.0
Lindemann,2015.0,57.0
Bon Jovi,2015.0,3679158.0
Hozier,2015.0,2723127.0
Dove Cameron,2015.0,96.0
Lindsey Stirling,2015.0,89700.0
Howard Shore,2015.0,6821.0
Death Grips,2015.0,516.0
Ellie Goulding,2015.0,2149248.0
Kenny Lattimore,2015.0,1368.0
Brothers Osborne,2015.0,16430.0
Foo Fighters,2015.0,6968442.0
Johnny Cash,2015.0,537645.0
Jason Aldean,2015.0,10170564.0
Johnny Gill,2015.0,151200.0
Foals,2015.0,286.0
Janet Jackson,2015.0,1418032.0
Carrie Underwood,2015.0,8920788.0
Walk Off the Earth,2015.0,260.0
United Pursuit,2015.0,116.0
Carpenters,2015.0,172208.0
Jon Foreman,2015.0,194.0
Florida Georgia Line,2015.0,9708160.0
Trae Tha Truth,2015.0,175.0
Florence + The Machine,2015.0,845089.0
Jana Kramer,2015.0,58716.0
John Williams,2015.0,2076255.0
Gloriana,2015.0,4505.0
Daft Punk,2015.0,62061.0
Jason Nelson,2015.0,180.0
Chelsea Wolfe,2015.0,142.0
Jason Isbell,2015.0,31680.0
John Legend,2015.0,3352910.0
Glen Campbell,2015.0,59598.0
Foreigner,2015.0,65670.0
Glen Hansard,2015.0,981.0
Tracy Chapman,2015.0,23904.0
For Today,2015.0,670.0
Jason Derulo,2015.0,4160012.0
John Mayer,2015.0,466050.0
Casey Veggies,2015.0,108.0
Crowder,2015.0,2814.0
Casey J,2015.0,70.0
Jason Crabb,2015.0,216.0
Unknown Mortal Orchestra,2015.0,309.0
Four Year Strong,2015.0,744.0
Carole King,2015.0,224181.0
Jonathan McReynolds,2015.0,4459.0
Joshua Radin,2015.0,1824.0
Joss Stone,2015.0,48048.0
Canaan Smith,2015.0,20300.0
Five Finger Death Punch,2015.0,5761380.0
José González,2015.0,258.0
James Taylor,2015.0,1760077.0
Fleetwood Mac,2015.0,18072900.0
